descricao,data,valor,categoria,pago_por,km_abastecimento,lts_combustivel,preco_combustivel,viagem_id,veiculo_id
Moto Taxi Pineiro MA,2025-02-24,30.0,Diversos,Motorista,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Strada,2025-02-24,150.0,Diversos,Motorista,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Reaperto,2025-02-24,50.0,Manutenção,Motorista,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Ajudante,2025-02-24,35.0,Diversos,Motorista,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Passagem itab,2025-02-24,20.0,Diversos,Motorista,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Taxa Piaui,2025-02-24,23.7,Diversos,Motorista,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Diaria 22 Dias,2025-02-24,1760.0,Diária,Motorista,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto São João ,2025-02-24,75.0,Arla,Empresa,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto São João ,2025-02-24,3083.0,Combustível,Empresa,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Batalha,2025-02-18,300.0,Combustível,Motorista,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto São Cristovão,2025-02-06,115.32,Arla,Empresa,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto São Cristovão,2025-02-06,2745.65,Combustível,Empresa,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Belém ,2025-02-09,2063.0,Combustível,Empresa,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Arizona,2025-02-20,89.77,Arla,Empresa,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Arizona,2025-02-20,1000.0,Combustível,Empresa,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Ana Terra,2025-02-18,220.07,Arla,Empresa,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Ana Terra,2025-02-18,4232.55,Combustível,Empresa,,,,['18c6a2d5-8811-8032-bf44-d56cd516f019'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Comissão Mot,2025-02-06,600.0,Comissão,Motorista,,,,['1816a2d5-8811-8021-9543-d623289bface'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Diaria 14 dias,2025-02-06,1120.0,Diária,Motorista,,,,['1816a2d5-8811-8021-9543-d623289bface'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Moto Taxi ,2025-02-06,50.0,Diversos,Motorista,,,,['1816a2d5-8811-8021-9543-d623289bface'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão Alirio,2025-02-06,150.0,Comissão,Motorista,,,,['1816a2d5-8811-8021-9543-d623289bface'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Caxinha,2025-02-06,80.0,Gorjeta,Motorista,,,,['1816a2d5-8811-8021-9543-d623289bface'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Geraldo Bau ,2025-02-06,100.0,Manutenção,Motorista,,,,['1816a2d5-8811-8021-9543-d623289bface'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Borracharia Strada,2025-02-06,120.0,Borracharia,Motorista,,,,['1816a2d5-8811-8021-9543-d623289bface'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João,2025-02-06,108.0,Arla,Empresa,,,,['1816a2d5-8811-8021-9543-d623289bface'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João ,2025-02-06,1755.03,Combustível,Empresa,,,,['1816a2d5-8811-8021-9543-d623289bface'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Limarques,2025-01-26,239.7,Arla,Motorista,,,,['1816a2d5-8811-8021-9543-d623289bface'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Vila Bela,2025-02-01,81.9,Arla,Motorista,,,,['1816a2d5-8811-8021-9543-d623289bface'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Vila Bela,2025-02-01,2710.99,Combustível,Motorista,,,,['1816a2d5-8811-8021-9543-d623289bface'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Mariana,2025-01-25,190.0,Arla,Empresa,,,,['1816a2d5-8811-8021-9543-d623289bface'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Mariana,2025-01-25,2617.4,Combustível,Empresa,,,,['1816a2d5-8811-8021-9543-d623289bface'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Cachoeira 03,2025-01-29,3254.58,Combustível,Motorista,,,,['1816a2d5-8811-8021-9543-d623289bface'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João ,2025-01-31,96.0,Arla,Empresa,,,,['18c6a2d5-8811-807a-a4a3-fb29c176d47d'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Imprimir  Manifesto,2025-01-31,4.0,Diversos,Motorista,,,,['18c6a2d5-8811-807a-a4a3-fb29c176d47d'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Caxinha Descaregar,2025-01-31,20.0,Gorjeta,Motorista,,,,['18c6a2d5-8811-807a-a4a3-fb29c176d47d'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Estacionamento,2025-01-31,25.0,Estacionamento,Motorista,,,,['18c6a2d5-8811-807a-a4a3-fb29c176d47d'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Moto Taxi ,2025-01-31,10.0,Diversos,Motorista,,,,['18c6a2d5-8811-807a-a4a3-fb29c176d47d'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Caxinha Farinha,2025-01-31,20.0,Gorjeta,Motorista,,,,['18c6a2d5-8811-807a-a4a3-fb29c176d47d'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Comissão Mot,2025-01-31,300.0,Comissão,Motorista,,,,['18c6a2d5-8811-807a-a4a3-fb29c176d47d'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Diaria 09 Dias,2025-01-31,720.0,Diária,Motorista,,,,['18c6a2d5-8811-807a-a4a3-fb29c176d47d'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto São João ,2025-01-31,1900.0,Combustível,Empresa,,,,['18c6a2d5-8811-807a-a4a3-fb29c176d47d'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
 Rede Mais,2025-01-29,176.02,Arla,Motorista,,,,['18c6a2d5-8811-807a-a4a3-fb29c176d47d'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Cachoeira,2025-01-28,3415.3,Combustível,Motorista,,,,['18c6a2d5-8811-807a-a4a3-fb29c176d47d'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Comissão Mot,2025-01-21,300.0,Comissão,Motorista,,,,['16c6a2d5-8811-80ec-bdfe-e094be3e2660'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Caxinha Madeira,2025-01-21,40.0,Gorjeta,Motorista,,,,['16c6a2d5-8811-80ec-bdfe-e094be3e2660'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Ajudante,2025-01-21,35.0,Diversos,Motorista,,,,['16c6a2d5-8811-80ec-bdfe-e094be3e2660'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Diaria 18 Dias,2025-01-21,1440.0,Diária,Motorista,,,,['16c6a2d5-8811-80ec-bdfe-e094be3e2660'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Belem 01,2025-01-04,128.94,Arla,Empresa,,,,['16c6a2d5-8811-80ec-bdfe-e094be3e2660'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Belem ,2025-01-04,2842.04,Combustível,Empresa,,,,['16c6a2d5-8811-80ec-bdfe-e094be3e2660'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto São João,2025-01-21,150.0,Arla,Empresa,,,,['16c6a2d5-8811-80ec-bdfe-e094be3e2660'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Belem 01,2025-01-16,164.29,Arla,Empresa,,,,['16c6a2d5-8811-80ec-bdfe-e094be3e2660'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Belem 01,2025-01-16,3779.97,Combustível,Empresa,,,,['16c6a2d5-8811-80ec-bdfe-e094be3e2660'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto São João ,2025-01-21,1620.0,Combustível,Empresa,,,,['16c6a2d5-8811-80ec-bdfe-e094be3e2660'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Arizona,2025-01-18,2707.0,Combustível,Empresa,,,,['16c6a2d5-8811-80ec-bdfe-e094be3e2660'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Detetização / Farinha,2025-01-18,40.0,Diversos,Motorista,,,,['1776a2d5-8811-806b-b169-f639e1cf4f16'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Caxinha,2025-01-18,60.0,Gorjeta,Motorista,,,,['1776a2d5-8811-806b-b169-f639e1cf4f16'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Diaria 10 Dias,2025-01-18,800.0,Diária,Motorista,,,,['1776a2d5-8811-806b-b169-f639e1cf4f16'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Polimento Geral ,2025-01-18,300.0,Lavagem,Motorista,,,,['1776a2d5-8811-806b-b169-f639e1cf4f16'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Barbosa Acessorios,2025-01-18,65.0,Manutenção,Motorista,,,,['1776a2d5-8811-806b-b169-f639e1cf4f16'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Limarques,2025-01-17,239.7,Arla,Motorista,,,,['1776a2d5-8811-806b-b169-f639e1cf4f16'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João ,2025-01-18,2220.04,Combustível,Empresa,,,,['1776a2d5-8811-806b-b169-f639e1cf4f16'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Cachoeira 03,2025-01-16,3243.36,Combustível,Empresa,,,,['1776a2d5-8811-806b-b169-f639e1cf4f16'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João,2025-01-09,117.0,Arla,Empresa,,,,['1716a2d5-8811-8034-be44-f9b1bb6fe610'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João ,2025-01-09,2223.0,Combustível,Empresa,,,,['1716a2d5-8811-8034-be44-f9b1bb6fe610'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão Alirio/ Viajem NV 15,2025-01-04,150.0,Comissão,Motorista,,,,['1716a2d5-8811-8034-be44-f9b1bb6fe610'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão Mot,2025-01-04,300.0,Comissão,Motorista,,,,['1716a2d5-8811-8034-be44-f9b1bb6fe610'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Diarias 08 Dias,2025-01-04,640.0,Diária,Motorista,,,,['1716a2d5-8811-8034-be44-f9b1bb6fe610'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Caxinha,2025-01-04,60.0,Gorjeta,Motorista,,,,['1716a2d5-8811-8034-be44-f9b1bb6fe610'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Chapa Guia,2025-01-04,80.0,Diversos,Motorista,,,,['1716a2d5-8811-8034-be44-f9b1bb6fe610'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Estacionamento,2025-01-04,64.0,Estacionamento,Motorista,,,,['1716a2d5-8811-8034-be44-f9b1bb6fe610'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Cachoeira,2025-01-01,190.0,Arla,Motorista,,,,['1716a2d5-8811-8034-be44-f9b1bb6fe610'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Cachoeira 03,2025-01-01,3033.0,Combustível,Motorista,,,,['1716a2d5-8811-8034-be44-f9b1bb6fe610'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão Mot ,2024-12-30,300.0,Comissão,Motorista,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Diaria 18 Dias,2024-12-30,1440.0,Diária,Motorista,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Carreg JDE - DESC. Aracaju,2024-12-30,300.0,Diversos,Motorista,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Ronaldo - Comissão,2024-12-30,200.0,Comissão,Motorista,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Taxa piaui,2024-12-30,22.6,Diversos,Motorista,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Ajudante,2024-12-30,35.0,Diversos,Motorista,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Caxinha ,2024-12-30,80.0,Gorjeta,Motorista,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Pelicula,2024-12-30,50.0,Manutenção,Motorista,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Estacionamento,2024-12-23,60.0,Estacionamento,Motorista,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Arizona,2024-12-22,2540.51,Combustível,Empresa,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto HD ,2024-12-14,139.0,Arla,Motorista,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto São João ,2024-12-27,207.0,Arla,Empresa,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto São João,2024-12-27,1820.0,Combustível,Empresa,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Belem ,2024-12-21,196.09,Arla,Empresa,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Belém,2024-12-21,2000.0,Combustível,Empresa,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto DAM Boiadeiro,2024-12-21,1899.99,Combustível,Motorista,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto DAM  - Boiadeiro,2024-12-15,3300.0,Combustível,Motorista,,,,['1506a2d5-8811-8097-b5e9-c878f725e2df'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto São João,2024-12-28,126.0,Arla,Empresa,,,,['15e6a2d5-8811-80ff-849d-d646e1ee6bd6'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João ,2024-12-27,2450.02,Combustível,Empresa,,,,['15e6a2d5-8811-80ff-849d-d646e1ee6bd6'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Avaria,2024-12-24,50.0,Diversos,Motorista,,,,['15e6a2d5-8811-80ff-849d-d646e1ee6bd6'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão Mot,2024-12-24,300.0,Comissão,Motorista,,,,['15e6a2d5-8811-80ff-849d-d646e1ee6bd6'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Diaria 07 Dias,2024-12-24,630.0,Diária,Motorista,,,,['15e6a2d5-8811-80ff-849d-d646e1ee6bd6'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Lona Corda,2024-12-24,230.0,Diversos,Motorista,,,,['15e6a2d5-8811-80ff-849d-d646e1ee6bd6'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Strada,2024-12-24,20.0,Diversos,Motorista,,,,['15e6a2d5-8811-80ff-849d-d646e1ee6bd6'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Caxinha ,2024-12-24,60.0,Gorjeta,Motorista,,,,['15e6a2d5-8811-80ff-849d-d646e1ee6bd6'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Cachoeira 03,2024-12-20,190.0,Arla,Motorista,,,,['15e6a2d5-8811-80ff-849d-d646e1ee6bd6'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Cachoeira 03,2024-12-20,3192.09,Combustível,Motorista,,,,['15e6a2d5-8811-80ff-849d-d646e1ee6bd6'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Diferença Chapa - Tinta,2024-12-16,130.0,Diversos,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão  Mot,2024-12-16,600.0,Gorjeta,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Diarias 21 Dias,2024-12-16,1890.0,Diária,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Caxinha,2024-12-16,100.0,Gorjeta,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Strada/ Estadual,2024-12-16,50.0,Diversos,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Seguro / Hidrotintas,2024-12-16,57.0,Diversos,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Avaria,2024-12-16,23.7,Diversos,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Brilho Facil,2024-12-16,23.0,Manutenção,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Lubrificação,2024-12-16,40.0,Manutenção,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Borracharia / Strada- Trindade,2024-12-16,130.0,Borracharia,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
lavagem Completa- polimento,2024-12-16,500.0,Lavagem,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Esta. / Fortaleza,2024-12-16,60.0,Estacionamento,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São joão ,2024-12-16,63.0,Arla,Empresa,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João ,2024-12-16,1430.03,Combustível,Empresa,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
posto Petrobem,2024-12-03,130.63,Arla,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Reforço,2024-12-07,179.98,Arla,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Vila Bella,2024-12-13,2904.44,Combustível,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Rede Mais,2024-12-08,3172.94,Combustível,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Grall/Estiva,2024-12-05,2993.44,Combustível,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Reforço,2024-10-30,179.98,Arla,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Reforço,2024-10-30,1750.0,Combustível,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Formigão,2024-12-06,125.49,Arla,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Formigão,2024-12-06,1883.03,Combustível,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Formigão,2024-12-01,2566.13,Combustível,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Ygor ,2024-11-28,1282.02,Combustível,Motorista,,,,['1476a2d5-8811-8075-b76d-c927c431c511'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João,2024-12-04,78.0,Arla,Empresa,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto São João,2024-12-04,1590.06,Combustível,Empresa,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Comissão Mot,2024-12-03,600.0,Comissão,Motorista,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Lona Muinho,2024-12-03,120.0,Diversos,Motorista,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Estacionamento,2024-12-03,27.0,Estacionamento,Motorista,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Imprimir Manifesto,2024-12-03,8.0,Diversos,Motorista,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Ajudante,2024-12-03,40.0,Diversos,Motorista,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Vulcanuzação,2024-12-03,120.0,Borracharia,Motorista,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Caxinha,2024-12-03,65.0,Gorjeta,Motorista,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Caxinha / Floresta/Carlos,2024-12-03,70.0,Gorjeta,Motorista,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Diaria 23 Dias,2024-11-29,2070.0,Gorjeta,Motorista,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Rede Mais,2024-11-29,150.0,Arla,Empresa,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
