descricao,data,valor,categoria,pago_por,km_abastecimento,lts_combustivel,preco_combustivel,viagem_id,veiculo_id
Rede Mais,2024-11-29,3496.8,Combustível,Empresa,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Alvares,2024-11-24,111.15,Arla,Empresa,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Alvares,2024-11-24,2680.8,Combustível,Empresa,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Estiva,2024-11-15,146.26,Arla,Empresa,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Estiva,2024-11-19,3213.45,Combustível,Empresa,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Dangelis,2024-11-14,98.28,Arla,Empresa,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Dangelis,2024-11-14,2047.55,Combustível,Empresa,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Dangelis,2024-11-20,97.83,Arla,Empresa,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Dangelis,2024-11-20,1977.41,Combustível,Empresa,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Andorinha,2024-11-21,107.84,Arla,Empresa,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Andorinha,2024-11-21,1755.15,Combustível,Empresa,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Andorinha,2024-11-13,157.24,Arla,Empresa,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Andorinha,2024-11-13,2988.79,Combustível,Empresa,,,,['1366a2d5-8811-800b-9e00-d6ee50a39bcb'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Strada,2024-11-23,40.0,Diversos,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão Mot,2024-11-23,600.0,Comissão,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Diaria 18 Dias,2024-11-23,1620.0,Diária,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Avaria / Atacadão,2024-11-23,31.17,Diversos,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Caxinha,2024-11-23,60.0,Gorjeta,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Brilho Facil/ alongador,2024-11-23,36.0,Manutenção,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Estacionamento/ Recife,2024-11-23,80.0,Estacionamento,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Regulagem Freio,2024-11-23,40.0,Manutenção,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Oficina / Tirante,2024-11-23,30.0,Manutenção,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Lava jato Ricardinho,2024-11-23,100.0,Lavagem,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João,2024-11-23,189.0,Arla,Empresa,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João,2024-11-23,2896.03,Combustível,Empresa,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João,2024-11-05,120.0,Arla,Empresa,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Cotegy ,2024-11-21,450.0,Combustível,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Reforço / Pancard,2024-11-18,179.98,Arla,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Reforço/ Pancard,2024-11-18,2076.4,Combustível,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Grall / Pancard,2024-11-15,170.45,Arla,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Grall / Pancard,2024-11-15,3612.97,Combustível,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Formigão,2024-11-17,101.73,Arla,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Formigão,2024-11-17,1962.81,Combustível,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Formigão,2024-11-10,51.89,Arla,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Formigão,2024-11-10,2511.2,Combustível,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Reforço,2024-11-09,179.98,Arla,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Reforço,2024-11-09,1725.75,Combustível,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Ygor,2024-11-08,2798.03,Combustível,Motorista,,,,['1366a2d5-8811-800f-9674-cef7a4068866'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão Mot,2024-11-05,600.0,Comissão,Motorista,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Pedagio,2024-11-05,676.0,Pedágio,Motorista,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Caxinha Vigia,2024-11-05,10.0,Gorjeta,Motorista,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Caxinha Termaco/ Maceio,2024-11-05,20.0,Gorjeta,Motorista,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Caxinha Marata,2024-11-05,20.0,Gorjeta,Motorista,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Pincel,2024-11-05,3.0,Manutenção,Motorista,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Martelo,2024-11-05,15.0,Manutenção,Motorista,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Caxinha Gesso,2024-11-05,40.0,Gorjeta,Motorista,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Lavar Bau / Gesso,2024-11-05,80.0,Lavagem,Motorista,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Diaria 18 Dias,2024-11-05,1620.0,Diária,Motorista,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto São João,2024-11-05,93.0,Arla,Empresa,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto São João,2024-11-05,2200.0,Combustível,Empresa,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Andorinhas,2024-11-02,194.32,Arla,Empresa,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Andorinhas,2024-11-02,1715.38,Combustível,Empresa,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto D ´Angeles,2024-10-26,2192.13,Combustível,Empresa,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
posto D ´Angeles,2024-10-31,119.69,Arla,Empresa,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Rodo Estiva,2024-10-31,2988.55,Combustível,Empresa,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto D Angeles,2024-11-01,1778.38,Combustível,Empresa,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Andorinhas,2024-10-25,115.14,Arla,Empresa,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Andorinhas,2024-10-25,1535.3,Combustível,Empresa,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Rede Mais,2024-10-24,135.95,Arla,Empresa,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Rede Mais,2024-10-24,2068.32,Combustível,Empresa,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Arizona,2024-10-20,1248.0,Combustível,Empresa,,,,['1226a2d5-8811-8042-b79b-cc1b26f14353'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Comissão Mot,2024-11-05,1200.0,Comissão,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Diaria 31 Dias,2024-11-05,2790.0,Diária,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Manrik/ Mecânico,2024-11-05,250.0,Manutenção,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Susuarana,2024-11-05,40.0,Diversos,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Gorgeta Sal / Gesso,2024-11-05,120.0,Gorjeta,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Lona P Sal,2024-11-05,70.0,Diversos,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão Sal,2024-11-05,250.0,Comissão,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Lavagem Completa,2024-11-05,400.0,Lavagem,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
/lavagem 02 Sal / Gesso,2024-11-05,170.0,Lavagem,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Itabaiana/ Diversos,2024-11-05,1294.41,Arla,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João,2024-11-05,180.0,Arla,Empresa,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João,2024-11-05,3760.0,Combustível,Empresa,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto J Macario 02,2024-11-03,400.0,Combustível,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Formigão,2024-10-31,76.31,Arla,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Formigão,2024-10-31,1661.76,Combustível,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Grall,2024-10-30,3083.98,Combustível,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Formigão,2024-10-22,48.19,Arla,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Formigão,2024-10-22,2479.73,Combustível,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Reforço,2024-10-21,2610.0,Combustível,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Florestal,2024-10-19,3230.05,Combustível,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Reforço,2024-10-15,1799.53,Combustível,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Grall,2024-10-13,2867.82,Combustível,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Reforço,2024-10-08,1598.74,Combustível,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Igor,2024-10-07,1476.01,Combustível,Motorista,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Formigão,2024-10-10,2250.3,Combustível,Empresa,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Formigão,2024-10-14,1638.68,Combustível,Empresa,,,,['1216a2d5-8811-8016-a91c-deb35c276406'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João ,2024-10-19,246.0,Arla,Empresa,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto São João,2024-10-19,2740.0,Combustível,Empresa,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Comissão Mot,2024-10-14,600.0,Comissão,Motorista,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Lubrificação,2024-10-14,80.0,Manutenção,Motorista,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Diaria 17 Dias,2024-10-14,1530.0,Diária,Motorista,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Pedagio,2024-10-14,1220.4,Pedágio,Motorista,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Sensor P Trazeira,2024-10-14,30.0,Manutenção,Motorista,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Limpeza Baú,2024-10-14,70.0,Diversos,Motorista,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Polimento Tanque,2024-10-14,250.0,Manutenção,Motorista,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Ajudante,2024-10-14,100.0,Diversos,Motorista,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
caxinha Muinho/ Total,2024-10-14,170.0,Gorjeta,Motorista,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Lavagem,2024-10-14,100.0,Lavagem,Motorista,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Sobral & Filhos,2024-10-12,2822.7,Combustível,Empresa,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Aliança,2024-10-10,154.68,Arla,Empresa,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Aliança,2024-10-10,3310.03,Combustível,Empresa,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Moc,2024-10-05,119.55,Arla,Empresa,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Moc,2024-10-05,2113.36,Combustível,Empresa,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Cachoeira,2024-10-01,248.2,Arla,Empresa,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Andorinha,2024-10-04,175.39,Arla,Empresa,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Andorinha,2024-10-04,3246.82,Combustível,Empresa,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Cachoeira ,2024-10-01,2370.81,Combustível,Empresa,,,,['10e6a2d5-8811-8021-93bf-e5dee6800ef7'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Cachoeira,2024-09-22,170.34,Arla,Empresa,,,,['10e6a2d5-8811-8076-84b7-fe51a17d0aa2'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto São João ,2024-10-03,144.0,Arla,Empresa,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João ,2024-10-03,3018.08,Combustível,Empresa,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Gorjeta gesso e Maratá ,2024-09-30,60.0,Gorjeta,Motorista,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão,2024-09-30,600.0,Comissão,Motorista,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Diárias 14 Dias,2024-09-30,1260.0,Diária,Motorista,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Formigão ,2024-09-28,95.54,Arla,Empresa,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Formigão ,2024-09-28,1781.57,Combustível,Empresa,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Graal,2024-09-27,138.75,Arla,Empresa,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Graal ,2024-09-27,3049.89,Combustível,Empresa,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão / Farinha,2024-09-27,200.0,Comissão,Empresa,,,,['10e6a2d5-8811-8076-84b7-fe51a17d0aa2'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Comissão Mot ,2024-09-27,300.0,Diária,Motorista,,,,['10e6a2d5-8811-8076-84b7-fe51a17d0aa2'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Estadia Em lagarto 04 Dias,2024-09-27,152.0,Diária,Motorista,,,,['10e6a2d5-8811-8076-84b7-fe51a17d0aa2'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Convel,2024-09-27,2380.0,Combustível,Empresa,,,,['10e6a2d5-8811-8076-84b7-fe51a17d0aa2'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Descarga Farinha,2024-09-24,800.0,Gorjeta,Motorista,,,,['10e6a2d5-8811-8076-84b7-fe51a17d0aa2'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Caxinha,2024-09-24,150.0,Gorjeta,Motorista,,,,['10e6a2d5-8811-8076-84b7-fe51a17d0aa2'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Diarias 11 Dias,2024-09-24,990.0,Diária,Motorista,,,,['10e6a2d5-8811-8076-84b7-fe51a17d0aa2'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Posto Cacheira,2024-09-22,3004.24,Combustível,Empresa,,,,['10e6a2d5-8811-8076-84b7-fe51a17d0aa2'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
Lavagem interna baú ,2024-09-24,80.0,Lavagem,Motorista,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Meia lavagem ,2024-09-20,130.0,Lavagem,Motorista,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Alinhamento e Reaperto,2024-09-22,210.0,Manutenção,Motorista,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Estacionamento Jenipapo ,2024-09-22,40.0,Estacionamento,Motorista,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Formigão ,2024-09-23,1540.59,Combustível,Empresa,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Reforço ,2024-09-21,269.97,Arla,Motorista,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Reforço ,2024-09-22,2402.64,Combustível,Empresa,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Arizona ,2024-09-18,80.0,Arla,Motorista,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Ygor ,2024-09-20,3364.0,Combustível,Empresa,,,,['10c6a2d5-8811-8039-abc2-c3cd95d62557'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João ,2024-09-14,231.0,Arla,Empresa,,,,['1056a2d5-8811-8034-9108-e22eca7aaf29'],['97ad4755-71fa-4312-8b59-e86abdbc9cf3']
