descricao,data,valor,categoria,pago_por,km_abastecimento,lts_combustivel,preco_combustivel,viagem_id,veiculo_id
Posto São João ,2024-06-11,3530.02,Combustível,Empresa,,,,['06eeb38e-584a-42ab-8bec-058a4aaade4d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Imposto passe,2024-06-07,22.6,Diversos,Motorista,,,,['06eeb38e-584a-42ab-8bec-058a4aaade4d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Arizona ,2024-06-08,210.0,Arla,Motorista,,,,['06eeb38e-584a-42ab-8bec-058a4aaade4d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Belém ,2024-06-07,90.0,Arla,Empresa,,,,['06eeb38e-584a-42ab-8bec-058a4aaade4d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Belém ,2024-06-07,2498.36,Combustível,Empresa,,,,['06eeb38e-584a-42ab-8bec-058a4aaade4d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Car truck ,2024-06-01,1940.0,Combustível,Motorista,,,,['06eeb38e-584a-42ab-8bec-058a4aaade4d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão Codó ,2024-05-29,250.0,Comissão,Motorista,,,,['06eeb38e-584a-42ab-8bec-058a4aaade4d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Polimento Pst. Belem/Pst. Paloma,2024-06-01,600.0,Lavagem,Motorista,,,,['06eeb38e-584a-42ab-8bec-058a4aaade4d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Calibragem Pará ,2024-06-01,30.0,Borracharia,Motorista,,,,['06eeb38e-584a-42ab-8bec-058a4aaade4d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Lubrificação Pst. Mag7,2024-05-30,50.0,Diversos,Motorista,,,,['06eeb38e-584a-42ab-8bec-058a4aaade4d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Codó park,2024-05-29,25.0,Estacionamento,Motorista,,,,['06eeb38e-584a-42ab-8bec-058a4aaade4d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Magnólia 7,2024-05-30,140.0,Arla,Motorista,,,,['06eeb38e-584a-42ab-8bec-058a4aaade4d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Recreio ,2024-05-30,2680.0,Combustível,Motorista,,,,['06eeb38e-584a-42ab-8bec-058a4aaade4d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão Mot,2024-05-22,300.0,Comissão,Motorista,,,,['987a4de3-aad1-49f8-8c9d-5097114602b2'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Diaria 13 Dias,2024-05-22,910.0,Diária,Motorista,,,,['987a4de3-aad1-49f8-8c9d-5097114602b2'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Lavagem Bau,2024-05-22,50.0,Lavagem,Motorista,,,,['987a4de3-aad1-49f8-8c9d-5097114602b2'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Compra Talba p Carreta,2024-05-22,20.0,Diversos,Motorista,,,,['987a4de3-aad1-49f8-8c9d-5097114602b2'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Gorgeta/ STa Ines/ Madeira/ Madeira,2024-05-22,70.0,Gorjeta,Motorista,,,,['987a4de3-aad1-49f8-8c9d-5097114602b2'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Arla,2024-05-22,150.0,Arla,Empresa,,,,['987a4de3-aad1-49f8-8c9d-5097114602b2'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João,2024-05-22,3800.04,Combustível,Empresa,,,,['987a4de3-aad1-49f8-8c9d-5097114602b2'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Arla,2024-05-20,179.55,Arla,Empresa,,,,['987a4de3-aad1-49f8-8c9d-5097114602b2'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Belem 04,2024-05-20,3731.99,Combustível,Empresa,,,,['987a4de3-aad1-49f8-8c9d-5097114602b2'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Arla,2024-05-18,90.0,Arla,Empresa,,,,['987a4de3-aad1-49f8-8c9d-5097114602b2'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Pombol,2024-05-18,1500.0,Combustível,Empresa,,,,['987a4de3-aad1-49f8-8c9d-5097114602b2'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Arla,2024-05-15,80.0,Arla,Empresa,,,,['987a4de3-aad1-49f8-8c9d-5097114602b2'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Magnolia,2024-05-15,2000.0,Combustível,Empresa,,,,['987a4de3-aad1-49f8-8c9d-5097114602b2'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João ,2024-05-09,48.0,Arla,Empresa,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João ,2024-05-09,1294.02,Combustível,Empresa,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão Mot,2024-05-04,900.0,Comissão,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
uber,2024-05-04,30.0,Diversos,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Gorgeta Geral,2024-05-04,65.0,Gorjeta,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Reaperto feicho,2024-05-04,20.0,Manutenção,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Caregamento,2024-05-04,65.0,Diária,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Manrinke/ Mecanico,2024-05-04,50.0,Manutenção,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão Sal,2024-05-04,200.0,Comissão,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Lavagem / Treze,2024-05-04,300.0,Lavagem,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Diaria 16 Dias,2024-05-04,1280.0,Diária,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Troca Junta Cubo,2024-05-04,112.0,Manutenção,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Parafuso,2024-05-04,31.0,Manutenção,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Alinhamento,2024-05-04,190.0,Manutenção,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Troca Pino Centro,2024-05-04,260.0,Manutenção,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Estacinamento/ Fortaleza/Tabuleiro,2024-05-04,60.0,Estacionamento,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Andorinhas,2024-05-03,194.32,Arla,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Andorinhas,2024-05-03,3562.38,Combustível,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Grall,2024-05-01,153.23,Arla,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Grall,2024-05-01,3243.72,Combustível,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto DÁngelis,2024-04-27,125.74,Arla,Empresa,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto D`´Angelis,2024-04-27,2394.05,Combustível,Empresa,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Andorinha,2024-04-26,159.39,Arla,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Andorinha,2024-04-26,3253.33,Combustível,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Olinda,2024-04-24,3111.39,Combustível,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Olinda,2024-04-24,158.67,Arla,Motorista,,,,['2b3f1432-777e-4263-a9b2-0f2415fc917d'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Auto posto São João ,2024-04-17,117.0,Arla,Empresa,,,,['9dc4d805-02f7-4059-9dba-9f3f7d9ea722'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Auto posto São João ,2024-04-17,2655.25,Combustível,Empresa,,,,['9dc4d805-02f7-4059-9dba-9f3f7d9ea722'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Lubrificação ,2024-04-11,70.0,Diversos,Motorista,,,,['9dc4d805-02f7-4059-9dba-9f3f7d9ea722'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Borracharia ,2024-04-11,40.0,Borracharia,Motorista,,,,['9dc4d805-02f7-4059-9dba-9f3f7d9ea722'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto cachoeira 3 Ce,2024-04-11,3263.55,Combustível,Empresa,,,,['9dc4d805-02f7-4059-9dba-9f3f7d9ea722'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto cachoeira 3 Ce,2024-04-11,144.06,Arla,Empresa,,,,['9dc4d805-02f7-4059-9dba-9f3f7d9ea722'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Gorjeta Maratá e farinha,2024-04-13,80.0,Gorjeta,Motorista,,,,['9dc4d805-02f7-4059-9dba-9f3f7d9ea722'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Diária 7,2024-04-13,560.0,Diária,Motorista,,,,['9dc4d805-02f7-4059-9dba-9f3f7d9ea722'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Descarga batalha Al/,2024-04-13,420.0,Descarregamento,Motorista,,,,['9dc4d805-02f7-4059-9dba-9f3f7d9ea722'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Descarga /farinha /major Isidorio,2024-04-12,540.0,Descarregamento,Motorista,,,,['9dc4d805-02f7-4059-9dba-9f3f7d9ea722'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Brilho Fc. e pretinho ,2024-04-06,25.0,Diversos,Motorista,,,,['9dc4d805-02f7-4059-9dba-9f3f7d9ea722'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Café e almoço Maratá ,2024-04-05,40.0,Carregamento,Motorista,,,,['9dc4d805-02f7-4059-9dba-9f3f7d9ea722'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Vassoura P/baú ,2024-04-09,8.0,Diversos,Motorista,,,,['9dc4d805-02f7-4059-9dba-9f3f7d9ea722'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Corrente P/ estepe,2024-04-06,190.0,Diversos,Motorista,,,,['9dc4d805-02f7-4059-9dba-9f3f7d9ea722'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Aferição de tacógrafo ,2024-04-02,350.0,Diversos,Empresa,,,,['9dc4d805-02f7-4059-9dba-9f3f7d9ea722'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
comissão Mot,2024-03-31,1000.0,Comissão,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Almoço / tacografo,2024-04-03,40.0,Manutenção,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Auto posto São João ,2024-04-02,183.0,Arla,Empresa,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Auto posto São João ,2024-04-02,3751.0,Combustível,Empresa,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Lavagem Cavalo completo ,2024-04-01,200.0,Lavagem,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Viagem 31.03.24 29  Dias,2024-03-31,2320.0,Diária,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Instalação e freio,2024-03-08,70.0,Diversos,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Envio de canhotos ,2024-04-01,16.2,Diversos,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Capa controle ,2024-04-01,45.0,Diversos,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto D’Angelis,2024-03-27,182.89,Arla,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto D’Angelis,2024-03-27,3998.4,Combustível,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Moto táxi lona,2024-03-26,20.0,Diversos,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Meia lavagem Cavalo ,2024-03-20,70.0,Lavagem,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão Café volta,2024-03-26,200.0,Comissão,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão Sal ida,2024-03-19,200.0,Comissão,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Gorjeta sal,2024-03-19,40.0,Gorjeta,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Lona carga café ,2024-03-26,222.36,Diversos,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Lona carga sal 2 ,2024-03-19,70.0,Diversos,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto D’Angelis,2024-03-22,117.63,Arla,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto D’Angelis,2024-03-22,2322.84,Combustível,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Andorinha ,2024-03-21,178.51,Arla,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Andorinha ,2024-03-21,3411.17,Combustível,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Ajudantes ,2024-03-01,35.0,Diversos,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Avaria Natal 1 café ,2024-03-18,11.0,Diversos,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Laís XI ,2024-03-18,221.88,Arla,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Laís XI,2024-03-18,3481.74,Combustível,Empresa,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Calibragem completa D’Angelis,2024-03-13,40.0,Borracharia,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Chapa /Natal/Cafe união,2024-03-18,100.0,Diversos,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto D’Angelis,2024-03-13,200.21,Arla,Empresa,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto D’angelis ,2024-03-13,3852.13,Combustível,Empresa,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto D’Angelis,2024-03-09,119.43,Arla,Empresa,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto D’Angelis,2024-03-09,2179.27,Combustível,Empresa,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Andorinha ,2024-03-07,143.09,Arla,Empresa,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Andorinha ,2024-03-07,2725.05,Combustível,Empresa,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Florestal ,2024-03-06,209.47,Arla,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Florestal ,2024-03-06,3823.74,Combustível,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Pedágio pago manual ,2024-03-09,238.2,Pedágio,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Gorjeta Ibiapaba/Sal,2024-03-02,60.0,Gorjeta,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão sal,2024-03-04,200.0,Comissão,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Cadeado 2,2024-02-24,38.5,Diversos,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Lona forração baú ,2024-03-05,70.0,Diversos,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Estacionamento ,2024-03-02,45.0,Estacionamento,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Avarias Ibiapaba ,2024-03-02,316.0,Diversos,Motorista,,,,['05af2257-ba24-42c4-abdb-a88ed5bd6111'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Arla,2024-02-24,143.55,Arla,Empresa,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto São João,2024-02-24,2882.07,Combustível,Empresa,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Comissão motorista ,2024-02-20,424.0,Diversos,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Uber São Paulo ,2024-02-05,117.0,Diversos,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Dinossauro ,2024-02-10,545.71,Combustível,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Complemento Diaria,2024-02-20,124.0,Diária,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Uber,2024-02-20,450.0,Diversos,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Sem Parar,2024-02-20,61.0,Pedágio,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Engate,2024-02-20,140.0,Manutenção,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Dinossauro Sul,2024-02-20,4189.05,Combustível,Empresa,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Diárias 20 dias,2024-02-20,1600.0,Diária,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Concerto fio energia ,2024-02-20,100.0,Diversos,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Assunção,2024-02-20,584.0,Combustível,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Detetizacao Moinho ,2024-02-15,40.0,Diversos,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Diaria Wasgniton,2024-02-20,640.0,Diária,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Descarga Fortaleza ,2024-02-14,1050.0,Descarregamento,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Gorjeta,2024-02-20,50.0,Gorjeta,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Pedágios ,2024-02-12,913.0,Pedágio,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Borracharia Nove Eixo ,2024-02-18,30.0,Borracharia,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Estacionamento ,2024-02-19,15.0,Estacionamento,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Envio de canhotos correios ,2024-02-21,17.25,Diversos,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Cadeado ,2024-02-19,37.0,Diversos,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Estacionamento ,2024-02-08,120.0,Estacionamento,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Olinda,2024-02-16,3266.06,Combustível,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto Andorinha ,2024-02-12,1910.1,Combustível,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
Posto D’Angelis,2024-02-11,3482.28,Combustível,Motorista,,,,['563f2c27-8e82-4daf-83f5-b7d7fbf61a25'],['809e3a03-91cb-4d44-a91d-360e71c9cc12']
